ID,MinReqsText,RecReqsText
318090,Minimum:OS: Windows 7 service pack 1Processor: 1.6+ Ghz Dual-Core CPUMemory: 2 GB RAMGraphics: Intel HD Graphics 5500 Nvidia GeForce 700M Series or better (512MB Video RAM required)DirectX: Version 11Storage: 512 MB available spaceAdditional Notes:,Recommended:OS: Windows 7 service pack 1 or laterProcessor: 2.0+ Ghz Dual-Core CPU or betterMemory: 4 GB RAMGraphics: Nvidia GeForce GT 400 series or better (1GB Video RAM required)DirectX: Version 11Storage: 512 MB available spaceAdditional Notes:
318100,Minimum:OS: Windows XP SP3 (32-bit)Processor: 2.66 GhzMemory: 2 GB RAMGraphics: GeForce GTX 260DirectX: Version 9.0Storage: 2 GB available spaceAdditional Notes: HDMI for best display quality,Recommended:OS: Windows 7 8 10 (32 or 64 bit)Processor: 3.33 GhzMemory: 4 GB RAMGraphics: GeForce GTX 660DirectX: Version 11Storage: 2 GB available spaceAdditional Notes: HDMI for best display quality
318130,Minimum:OS: Windows 7Processor: 2.3 GHz Intel Core 2 Duo or betterMemory: 1000 MB RAMGraphics: DirectX10 compatible GPU with at least 256MB of VRAMDirectX: Version 10Storage: 200 MB available space,Recommended:OS: Windows 8.1Processor: 2.8 GHz Intel Core 2 Duo or betterMemory: 1000 MB RAMGraphics: DirectX10 compatible GPU with at least 256MB of VRAMDirectX: Version 10Storage: 1000 MB available spaceAdditional Notes: Xbox 360 Controller
318220,Minimum:OS: Windows XP / Vista / 7 / 8Processor: Intel Core i3 2GHz or equivalentMemory: 4 GB RAMGraphics: Dedicated graphics card with 512 MB memoryDirectX: Version 9.0Storage: 2 GB available space,
318230,Minimum:OS: Windows XP+Processor: Intel Pentium Dual Core T4400 2.2 GHzMemory: 2 GB RAMGraphics: DX9 (shader model 2.0) capabilitiesDirectX: Version 9.0Storage: 2 GB available space,
318260,Minimum:OS: Windows XP SP3Processor: 2.0 GHz Dual Core ProcessorMemory: 1 GB RAMGraphics: Integrated (512MB)DirectX: Version 9.0Storage: 500 MB available space,Recommended:OS: Windows 7 / Windows 8.1Processor: 3.00GHz Dual Core or equivalentMemory: 2 GB RAMGraphics: Nvidia GeForce GT 610DirectX: Version 9.0Storage: 1 GB available space
318300,Minimum:OS: Microsoft Windows 7 SP1 / XP SP3Processor: Core2Duo E4300 18 GHzMemory: 2 GB RAMGraphics: 256MB 3D Video Card Supporting DirectX(r) 9.0DirectX: Version 9.0cStorage: 1536 MB available spaceSound Card: 16-bit DirectX 9.0c-compatible Sound Card,
318310,Minimum:OS: Windows XP,
318330,Minimum:OS: Windows XP,
318350,Minimum:OS: Microsoft Windows Vista SP2/ XP SP3/ Windows 7Processor: 2000 MHzMemory: 1 GB RAMGraphics: 128MB Nvidia GeForce 6600/ATI Radeon X1300 Video CardDirectX: Version 9.0cStorage: 512 MB available spaceSound Card: DirectX 9.0c Compatible Sound Card,
318430,Minimum:OS: Windows 7 or Windows 8Processor: 1.8 GHZMemory: 1 MB RAMGraphics: 128 mbStorage: 80 MB available space,
318440,Minimum:OS: Microsoft Windows XP Vista 7 8Processor: Intel Atom 1.66 GHzMemory: 512 MB MB RAMStorage: 47 MB available space,
318480,Minimum:OS: Microsoft(r) Windows(r) Vista / 7 / 8Processor: 1.4 GHz or fasterMemory: 2 GB RAMDirectX: Version 9.0cStorage: 1100 MB available spaceAdditional Notes: Microsoft Xbox 360 Controller or XInput compatible controller,
318530,Minimum:OS: Windows XP or laterProcessor: Pentium 4 or higherMemory: 256 MB RAMGraphics: 256 MB or higherDirectX: Version 9.0Storage: 80 MB available spaceSound Card: Any,Recommended:OS: Windows 7 or laterMemory: 1 GB RAMDirectX: Version 10
318560,Minimum:OS: Windows XP/Vista/7Processor: Intel Pentium 1.6 GHz or equivalentMemory: 1 GB RAMGraphics: 3D graphics card DirectX 9.0c compatibleDirectX: Version 9.0cStorage: 100 MB available spaceSound Card: Any Windows compatible sound device,
318570,Minimum:OS: Windows XP / Vista / 7Processor: 2 GHzMemory: 1 GB RAMGraphics: 960x720 minimum resolution graphics card with 128 MB of RAMStorage: 250 MB available spaceAdditional Notes: Will not display correctly on 5:4 screen ratios,
318600,Minimum:OS: Windows 7 64 bit (requires 64 bit OS)Processor: Dual Core Processor 2.5 GHz or higherMemory: 4 GB RAMGraphics: DX11 compatible video cardDirectX: Version 11Storage: 2 GB available space,
318650,Minimum:OS: Windows 7Processor: 12 Ghz Intel ProcessorMemory: 512 MB RAMDirectX: Version 11Storage: 1 GB available space,
318660,Minimum:OS: Win XP/Vista/7/8Processor: 1.6 GHzMemory: 512 MB RAMGraphics: ATI 9800 / Nvidia 5200,
318680,Minimum:OS: Windows XPProcessor: Single Core 2 GHzMemory: 2048 MB RAMGraphics: Integrated GraphicsDirectX: Version 9.0cStorage: 2 GB available spaceSound Card: Stereo Sound,
318690,Minimum:OS: Windows XP SP3 / Windows Vista / Windows 7Processor: 2.4+ GHZ Dual Core ProcessorMemory: 2 GB RAMGraphics: NVIDIA(r) GeForce(r) GT 640 @ 1GB / ATI(r) Radeon(tm) HD 6670 @ 1GBDirectX: Version 9.0Network: Broadband Internet connectionStorage: 10 GB available spaceSound Card: DirectX Compatible,
318740,Minimum:OS: Windows Vista/XPProcessor: Intel Pentium 4 or AMD Athlon 1.5GHz ProcessorMemory: 512 MB RAMGraphics: 64MB Nvidia GeForce FX/ATI Radeon 9500 Video CardDirectX: Version 9.0cStorage: 3584 MB available spaceSound Card: 16-Bit DirectX 9.0c Compatible Sound Card,
318860,Minimum:OS: Windows XPProcessor: Phenom II 940 (@3.0Ghz)Memory: 2 GB RAMGraphics: AMD Radeon 4890HDStorage: 500 MB available space,
318950,Minimum:OS: Windows XP/Vista/7Processor: Intel Pentium 4 @ 2.4 GHz / AMD Athlon XP 3000+Memory: 1 GB RAMGraphics: nVidia GeForce FX 5600 / ATI Radeon 9600DirectX: Version 9.0Storage: 2 GB available spaceSound Card: DirectX Compatible,
318970,Minimum:OS: Windows 7Processor: 2.2Ghz Dual CoreMemory: 3 GB RAMGraphics: 1024mb Dedicated VRAMDirectX: Version 9.0cStorage: 2 GB available spaceAdditional Notes: While in Early Access minimum system requirements are likely to increase. Please consider this before purchasing.,
319050,Minimum:OS: Windows XP or laterProcessor: SSE2 instruction set support or betterMemory: 2 GB RAMGraphics: DX9 (shader model 3) or laterDirectX: Version 9.0Network: Broadband Internet connectionStorage: 2 GB available space,
319080,Minimum:OS: Windows XP/7Processor: 2.0GHz Intel Pentium 4 Class or AMD Athlon 64 3500+ ProcessorMemory: 2 GB RAMGraphics: 256MB 3D Video Card Supporting Shaders 3.0DirectX: Version 9.0cStorage: 2560 MB available spaceSound Card: 16-bit DirectX 9.0c-compatible Sound Card,
319140,Minimum:OS: Windows XP +Processor: 1.8 GhzMemory: 512 MB RAMGraphics: 3D Graphics CardDirectX: Version 9.0Storage: 200 MB available space,
319170,Minimum:OS: Windows Vista/XPProcessor: Intel Pentium 4 or AMD Athlon 2400 2.0GHz ProcessorMemory: 512 MB RAMGraphics: 128MB Nvidia GeForce 6600/ATI Radeon X1300 Video CardDirectX: Version 9.0cStorage: 3 GB available spaceSound Card: DirectX 9.0c Compatible Sound Card,
319180,Minimum:OS: Windows XP/Vista/7/8Processor: Pentium(r) or AMD(r) 1.3 GHzMemory: 128 MB RAMGraphics: 32MB 3D Video Card,
319210,Minimum:OS: Windows XPDirectX: Version 9.0cStorage: 512 MB available spaceSound Card: Yes,Recommended:OS: Windows 7DirectX: Version 9.0cStorage: 512 MB available spaceSound Card: Yes
319230,Minimum:OS: Windows Vista 7 8 or 10Processor: Pentium 4 with 2 GHz (or better)Memory: 1 GB RAMGraphics: DirectX-compatible graphiccard with a minimum of 512 MB RamStorage: 2400 MB available space,
319250,Minimum:OS: Windows 7 (Works on some XP Vista and 8 machines. Try the demo if youre not sure)Memory: 1 GB RAMGraphics: Dedicated Graphics Card (Does not support integrated graphics)Storage: 300 MB available spaceSound Card: Any but there are currently some issues with Audigy sound cards. Try the demo if youre not sure,
319270,Minimum:OS: Windows XP/Vista/7/8Processor: 1GHzMemory: 1 GB RAMGraphics: Any videocard with 3d supportStorage: 100 MB available space,
319280,Minimum:OS: Windows XP Vista 7Processor: Pentium 4 3.0GHz or betterMemory: 512 MB RAMGraphics: Must support 640x480 resolution. Certain laptops and onboard video cards may have compatibility issues.DirectX: Version 9.0Network: Broadband Internet connectionStorage: 1 GB available spaceSound Card: DirectSound-compatible Sound CardAdditional Notes: Windows 8 is not yet officially supported but Yatagarasu Attack on Cataclysm has been tested without problems on Win 8 laptops and desktops.,
319300,Minimum:OS: Windows 7Processor: 2GHz Core 2 DuoMemory: 2 GB RAMGraphics: Nvidia Geforce 440 or higherDirectX: Version 10Storage: 500 MB available space,
319320,Minimum:OS: Windows XP Windows Vista Windows 7 Windows 8Processor: 1.5 GHzMemory: 512 MB RAMGraphics: 128 MB VRAMDirectX: Version 9.0Storage: 1 GB available space,Recommended:OS: Windows XP Windows Vista Windows 7 Windows 8Processor: 2 GHzMemory: 1 GB RAMGraphics: 256 MB VRAMDirectX: Version 9.0Storage: 1 GB available space
319400,Minimum:OS: Windows(r) 7 Home PremiumProcessor: 2.0 GHz Intel Pentium 4 2400+ AMD or equivalent processorMemory: 1 GB RAMGraphics: 128MB DirectX 9.0c compatible graphic card supporting Shaders 2.0 (NVidia GeForce FX 5600 ATI Radeon 9600)DirectX: Version 9.0cStorage: 2 GB available spaceSound Card: DirectX 9.0c compatible sound cardAdditional Notes: Supported peripheral: Keyboard & Mouse,Recommended:OS: Windows(r) 7 Home PremiumProcessor: 3.0 GHz Intel Pentium 4 3500+ AMD or equivalent processorMemory: 2 GB RAMGraphics: 256MB DirectX 9.0c compatible graphic cardDirectX: Version 9.0cStorage: 3 GB available spaceSound Card: 16-bit DirectX 9.0c-compatible sound card
319410,Minimum:OS: Windows Vista x86 SP2Processor: Intel Core2Duo @ 2GHz or AMD Athlon 64 X2 4000+Memory: 2 GB RAMGraphics: Nvidia GeForce 8600 GT or AMD Radeon 4650 512 MBDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 14 GB available spaceSound Card: Onboard audio card,Recommended:OS: Windows 7 x86Processor: Quad-core Intel or AMD CPUMemory: 4 GB RAMGraphics: Nvidia GeForce GTX 460 or AMD Radeon HD 5970DirectX: Version 9.0cStorage: 14 GB available spaceSound Card: Onboard audio card
319430,Minimum:OS: Windows(r) 7 8 10 - 64-bitProcessor: Intel Pentium 4 2.0 GHz ou AMD 2.5 GHzMemory: 4 GB RAMGraphics: Video card with 128 MB Shader model 2.0. ATI X800 NVidia 6600 or betterDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 800 MB available spaceSound Card: DirectX 9.0c compatible sound card,Recommended:OS: Windows(r) 7 8 10 - 64-bitProcessor: Intel core 2 duo 2.4GHzMemory: 8 GB RAMGraphics: Video Card Shader model 3.0. NVidia 7600 ATI X1600 or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 800 MB available spaceSound Card: DirectX 9.0c compatible sound card
319450,Minimum:OS: Windows VistaProcessor: Dual Core 2.5 GHzMemory: 2 GB RAMGraphics: ATI Radeon HD 4850 / NVIDIA GeForce GTX 260DirectX: Version 11Storage: 3 GB available spaceAdditional Notes: Notice: We highly recommend playing Chariot with a controller.,
319470,Minimum:OS: Windows XP+Processor: Core 2 DuoMemory: 2 GB RAMGraphics: DX9 compatible. Anything made since 2004 should work.DirectX: Version 9.0Storage: 1800 MB available space,Recommended:OS: Windows XP+Processor: Core i5Memory: 4 GB RAMGraphics: Nvidia Geforce GTX 460 or AMD Radeon HD6850DirectX: Version 9.0Storage: 1800 MB available space
319480,Minimum:OS: Windows VistaProcessor: Intel Core 2 Duo 2.1ghz or equivalentMemory: 2 GB RAMGraphics: 256MB VRAM Dedicated Graphics CardDirectX: Version 9.0Storage: 100 MB available space,
319510,Minimum:OS: XPVistaWindows7Processor: 2 GHz Intel Pentium 4 or AMD Athlon or equivalentMemory: 1 GB RAMGraphics: 1 GBDirectX: Version 9.0Storage: 250 MB available space,
319550,Minimum:OS: Windows XPProcessor: Pentium 4Memory: 256 MB RAMGraphics: DX9 (shader model 2.0) capabilitiesStorage: 60 MB available space,
319560,Minimum:OS: Windows XP (sp2) or laterProcessor: 2.66 GHz Dual Core Processor or equivalentMemory: 2 GB RAMStorage: 180 MB available space,Recommended:Memory: 4 GB RAMNetwork: Broadband Internet connection
319570,Minimum:OS: Windows 7Processor: 1 GhzMemory: 1 GB RAMStorage: 200 MB available space,Recommended:OS: Windows 7Processor: 2 GhzMemory: 2 GB RAMGraphics: NVidia or AMDNetwork: Broadband Internet connectionStorage: 200 MB available space
319630,Minimum:OS: Windows VistaProcessor: Dual Core 2.0GHz or equivalentMemory: 2 GB RAMGraphics: ATI or NVidia card w/ 512 MB RAM (not recommended for Intel HD Graphics cards)DirectX: Version 9.0Storage: 5 GB available space,Recommended:OS: Windows 7Processor: Dual Core 3.0GHz or equivalentMemory: 2 GB RAMGraphics: ATI or NVidia card w/ 1024 MB RAM (NVIDIA GeForce GTX 260 or ATI HD 4890)DirectX: Version 9.0Storage: 14 GB available space
319730,Minimum:OS: Windows XP SP2Processor: Intel(r) Pentium(r) 4 3.0 GHz equivalent or aboveMemory: 2 GB RAMGraphics: NVIDIA(r) GeForce(r) 6600 GT or ATI/AMD RadeonTMX1600 Pro 256MB equivalent or higherDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 10 GB available space,Recommended:OS: Windows Vista or 7 (32 or 64bit support)Processor: Intel(r) CoreTM2 Duo Dual-Core equivalent or aboveMemory: 4 GB RAMGraphics: NVIDIA(r) GeForce(r) 8800 GT or ATI/AMD RadeonTM HD3870 512MB equivalent or higherDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 10 GB available space
319740,Minimum:OS: Windows Vista 64-bitProcessor: 2 GHz Dual CoreMemory: 4 GB RAMGraphics: NVIDIA GeForce 8600 GT / ATI Radeon HD 2600 XT or greaterDirectX: Version 9.0Storage: 8 GB available space,Recommended:OS: Windows 7 64-bitProcessor: 2 GHz Dual Core (Intel Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz)Memory: 8 GB RAMGraphics: NVIDIA GeForce 9000 series / ATI Radeon HD 3000 series or greaterDirectX: Version 9.0Storage: 8 GB available space
319780,Minimum:OS: Windows: Vista/7/8Processor: AMD/Intel Dual-Core-processor running at 2.8 GHz (Intel Core i5-3570K or AMD Phenom II X3 720 or newer architectures)Memory: 4 GB RAMGraphics: DirectX 9.0x compatible ATI/NVIDIA graphics card with min. 1 GB VRAM (ATI Radeon HD4870 or NVIDIA GeForce GTX 660 equivalent or better)DirectX: Version 9.0Storage: 2 GB available spaceSound Card: DirectX 9.0c compatible sound cardAdditional Notes: Mouse and keyboard,
319830,Minimum:OS: Windows 7/8Processor: 3.5 GHz dual core CPU or moreMemory: 2 GB RAMGraphics: 1500MB video RAM with pixel shader 3.0 supportDirectX: Version 9.0cSound Card: OpenAL capable sound device,
319850,Minimum:OS: Windows XP Vista 7 8Processor: 18 GHzMemory: 1 GB RAMGraphics: DirectX9 compatible with Shader Model 2.0,
319870,Minimum:OS: Windows XP+Processor: SSE2 instruction set supportGraphics: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.,
319910,Minimum:OS: (64 bit / 32 bit *) Windows 10 / 8 / 7 / VistaProcessor: Intel Core i3/i5/i7 1.8 GHz CPU dual-core. AMD 2.0 GHz dual-core.Memory: 4 GB RAMGraphics: NVIDIA GeForce 260 / Radeon HD 4000 Series / Intel HD Graphics 4000DirectX: Version 10Network: Broadband Internet connectionStorage: 6 GB available spaceAdditional Notes: * Highest graphics detail levels are only available in 64 bit OS,Recommended:OS: OS: (64 bit / 32 bit *) Windows 10 / 8 / 7 / VistaProcessor: Intel quad-core 2.0 GHz or dual-core 2.6 GHzMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 560 2GB / Radeon HD 6850 2GBDirectX: Version 10Network: Broadband Internet connectionStorage: 6 GB available spaceAdditional Notes: * Highest graphics detail levels are only available in 64 bit OS
319970,Minimum:OS: Windows XP Windows Vista Windows 7 Windows 8 Windows 10Graphics: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.DirectX: Version 9.0,
320020,Minimum:OS: Windows XP SP3 or higherProcessor: 1.6 GHzMemory: 1 GB RAMGraphics: DirectX-compatible 3D graphics with at least shader model 2.0DirectX: Version 9.0cStorage: 2 GB available spaceSound Card: DirectX9c compliant,Recommended:OS: Windows 7 SP1Processor: Intel i5 or higherMemory: 2 GB RAMGraphics: NVIDIA(r) GeForce(r) GTX 550 ti 1GB ram or or ATI(tm) Radeon(tm) HD 6XXX or higherDirectX: Version 9.0cStorage: 2 GB available spaceSound Card: DirectX9c compliant
320040,Minimum:OS: Windows 7 or laterProcessor: Dual Core CPU - 2.6GHzMemory: 2 GB RAMGraphics: 1GB of VRAM: Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GTDirectX: Version 9.0Storage: 2 GB available space,Recommended:OS: Windows 8.1Processor: Quad Core CPU - 4GHzMemory: 4 GB RAMStorage: 4 GB available space
320090,Minimum:OS: Windows XP/Vista/7/8Processor: Pentium 4 2ghzMemory: 1 GB RAMGraphics: DirectX 9-compatible video card requiredDirectX: Version 9.0Storage: 500 MB available spaceSound Card: DirectX 9-compatible sound solution required,
320110,Minimum:OS: windows 7Processor: 2GHz Core 2 DuoMemory: 2 GB RAMGraphics: Nvidia Geforce 440 or higherDirectX: Version 10Storage: 500 MB available space,
320120,Minimum:OS: Windows XPProcessor: Nothing to slowMemory: 512 MB RAMGraphics: Pretty much anythingStorage: 64 MB available spaceSound Card: Any,
320140,Minimum:OS: Windows XP / Vista / 7 / 8 / 10Processor: 2.2GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB RAMStorage: 350 MB available spaceAdditional Notes: Best played with controller.,
320150,Minimum:OS: Windows VistaProcessor: Intel(R) Core(TM)2 Duo 1.8 Ghz or equivalentMemory: 2 GB RAMGraphics: NVIDIA GeForce 9400M 256MBDirectX: Version 9.0cStorage: 1500 MB available spaceSound Card: DirectX compatible,
320240,Minimum:OS: 64 bit Windows 7 and aboveProcessor: Triple-core Intel or AMD 2.0 GHz or fasterMemory: 8 GB RAMGraphics: NVIDIA GeForce 460 GTX or AMD Radeon 5870 HD series or higher Mobile: NVIDIA GeForce GTX 580M or higher.DirectX: Version 11Storage: 6 GB available space,Recommended:OS: 64 bit Windows 7 and aboveProcessor: Quad-core Intel or AMD 2.5 GHz or fasterMemory: 8 GB RAMGraphics: NVIDIA GeForce 660 GTX or AMD Radeon 7870 HD series or higherDirectX: Version 11Storage: 6 GB available space
320300,Minimum:OS: Windows XP SP3 / Vista / 7 / 8Processor: Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHzMemory: 4 GB RAMGraphics: GeForce GTX 560 or Radeon HD6870 with 1GB VRAMDirectX: Version 9.0cStorage: 4 GB available spaceSound Card: DirectX compatible,Recommended:OS: Windows XP SP3 / Vista / 7 / 8Processor: Core i5-2300 / AMD Athlon X4 760K or betterMemory: 4 GB RAMGraphics: GeForce GTX 670 or Radeon HD7970 with 2 GB VRAMDirectX: Version 9.0cStorage: 4 GB available spaceSound Card: DirectX compatible
320310,Minimum:OS: Windows XP SP3 / Vista / 7 / 8Processor: Core 2 Duo 1.8GHz or AMD equivalentMemory: 2048 MB RAMGraphics: GeForce 9600GT or better w /256MB vramDirectX: Version 9.0cStorage: 1300 MB available spaceSound Card: DirectX 9 compatible,Recommended:OS: Windows XP SP3 / Vista / 7 / 8Processor: Core i5 or AMD equivalentMemory: 4096 MB RAMGraphics: 1024 MB GeForce GTS 450 or Radeon equivalentDirectX: Version 9.0cStorage: 1300 MB available spaceSound Card: DirectX 9 compatible
320320,Minimum:OS: Windows(r) XP / Vista(tm) / Windows(r) 7 /8Processor: 24 GHz CPUMemory: 1 GB RAMDirectX: Version 9.0c,
320340,Minimum:OS: Windows Vista / 7 / 8Processor: 20 GHz Dual-Core or betterMemory: 3 GB RAMGraphics: DirectX 9.0c compatible with 768 MB or betterDirectX: Version 9.0cStorage: 800 MB available spaceSound Card: Windows compatible,Recommended:OS: Windows 7 / 8 / 10 (64-bit)Processor: 30 GHz Dual-Core or betterMemory: 4 GB RAMGraphics: DirectX 9.0c compatible with 1024 MB or betterDirectX: Version 9.0cStorage: 800 MB available spaceSound Card: Windows compatible
